global_rank,entity_rank,entity_type,entity_name,hotspot_score,total_violations,parking_related_violations,peak_hour_violations,recency_weight_sum,location_diversity
573,415,Street/Location,CR Temple Street,36.5,56,57,38,12.202960332862068,2
574,416,Street/Location,VVI Road,36.49,57,59,33,13.929358612905663,2
575,123,Junction,"27th Cross, Pai Vista, KR Road",36.48,128,131,33,30.02227183133379,11
576,417,Street/Location,Sri Narsimha Rao Road,36.44,46,46,33,12.43615443088157,6
577,418,Street/Location,Cubbon Park Road,36.3,58,62,22,9.515970292261384,4
578,124,Junction,Bangalore Builders,36.27,96,170,24,31.927674288839864,16
579,37,Police Station,J.P. Nagar,36.23,1637,1755,566,445.5434425439588,225
580,420,Street/Location,AM Road,36.18,54,54,38,11.996772964381114,2
581,419,Street/Location,D Souza Marg,36.18,55,57,35,7.187248658090227,3
582,421,Street/Location,Nehru Circle,36.17,50,56,34,7.580611520963324,4
583,422,Street/Location,Dr Vishnuvardhan Main Road,36.14,60,70,10,11.597890890215634,7
584,423,Street/Location,Cleveland Road,36.08,65,65,19,14.740196467804468,2
585,125,Junction,Devanga Hostel,36.08,104,107,48,28.539239193856282,13
586,424,Street/Location,Bangalore Bellary Road,35.92,41,44,25,22.70747380548097,6
587,425,Street/Location,A Cross Road,35.89,50,62,13,11.760924877647215,8
588,426,Street/Location,Tilak Nagar Main Road,35.87,39,69,17,24.423273656440188,5
589,126,Junction,"JP Nagar Metro, ORR",35.87,101,108,28,34.155964206789065,19
590,127,Junction,KH Circle,35.84,107,110,67,17.304172862644602,10
591,427,Street/Location,West Park Road,35.83,45,49,30,10.760738352665575,5
592,428,Street/Location,36th Cross Road,35.75,46,49,19,11.740846983779177,8
593,128,Junction,Baleyele,35.74,85,94,61,35.183066684771596,14
594,429,Street/Location,Konadasapura Cross Road,35.74,57,92,19,14.968567748305267,1
595,430,Street/Location,Cubbon Pet Main Road,35.73,46,47,26,18.04202411962849,4
596,431,Street/Location,Market Road,35.66,64,64,7,18.21000228023609,6
597,432,Street/Location,32nd Cross Road,35.66,50,60,15,7.878889587493994,8
598,433,Street/Location,BB Road,35.61,55,60,19,13.248708531452621,3
599,434,Street/Location,38th Cross Road,35.6,63,65,16,6.472081599318822,4
600,435,Street/Location,Rhenius Street,35.56,50,50,23,18.673298447875247,3
601,436,Street/Location,16th B Cross Road,35.53,61,61,9,10.979176569407768,7
602,437,Street/Location,Infantry Cross Road,35.51,54,57,38,11.755746356919294,1
603,438,Street/Location,19th Cross Road,35.5,51,51,20,10.711129353413565,5
604,439,Street/Location,Wind Tunnel Road,35.46,45,62,14,12.414134300736537,7
605,440,Street/Location,59th Cross Road,35.45,50,50,22,12.85855386951181,4
606,441,Street/Location,Kalidasa Road,35.32,57,57,30,13.348127512498952,1
607,38,Police Station,R.T. Nagar,35.24,1736,1787,666,319.24879766560014,163
608,129,Junction,Mekhri Circle,35.24,87,100,33,39.57866343719993,17
609,130,Junction,"Toll Gate, Mysore Road",35.21,90,135,20,38.96729865636494,17
610,442,Street/Location,Basavanapura Road,35.15,41,57,13,15.21819333268707,8
611,131,Junction,Vasavi Circle,35.14,113,115,24,40.716391299262405,11
612,443,Street/Location,Taralabalu Road,35.06,49,49,29,4.231089859848182,5
613,132,Junction,"Police Quarters, Sultan Road",35.04,87,127,19,36.148774546304345,20
614,444,Street/Location,8th F Main Road,35.01,50,50,24,17.316609028089193,2
615,445,Street/Location,Kempegowda International Airport Road,34.97,44,45,18,14.501674696780634,6
616,446,Street/Location,Bhoganahalli Main Road,34.92,38,88,16,10.346853999636402,4
617,447,Street/Location,Yelahanka New Town Main Road,34.83,59,59,15,8.805767510938438,3
618,448,Street/Location,JP Park Link Road,34.82,52,61,13,11.482500354250224,4
619,449,Street/Location,Richmond Road,34.81,45,48,17,7.384706216110154,8
620,133,Junction,"Suguna Hospital, Dr. Rajkumar Road",34.73,103,103,49,17.34141015182867,10
621,450,Street/Location,A Narayanpura Main Road,34.73,52,75,18,8.001836741968276,2
622,134,Junction,Delmia Circle,34.65,98,109,26,19.824541219323564,17
623,451,Street/Location,Osborne Road,34.64,46,46,27,10.204098469444517,3
624,452,Street/Location,Anand Rao Flyover,34.61,53,54,20,12.116382551648153,2
625,135,Junction,"40th Cross, 4th Main, Jayanagar",34.6,105,110,23,30.344643325102528,13
626,453,Street/Location,Central Road,34.56,52,57,24,7.590393335285269,2
627,454,Street/Location,Magrath Road,34.43,47,50,20,11.801444865324035,3
628,455,Street/Location,Canara Union Road,34.39,42,48,11,18.419024843550226,7
629,456,Street/Location,Ballapete Main Road,34.34,47,47,20,8.68085989717301,4
630,457,Street/Location,Doddaballapur Main Road,34.29,52,63,4,13.201030385649748,11
631,136,Junction,Minto,34.28,78,81,42,33.76954840603504,16
632,39,Police Station,Madiwala,34.23,1563,1862,474,467.97644360568404,163
633,458,Street/Location,Manipal County Road,34.18,51,51,5,16.700788140010832,10
634,459,Street/Location,Race Course Cross Road,34.16,48,51,29,6.278922652570541,2
635,460,Street/Location,40th Cross Road,34.16,59,61,8,15.106923638579893,3
636,461,Street/Location,Castle Street,34.15,42,43,32,7.653886240197483,3
637,463,Street/Location,South Central Road,34.14,59,59,14,17.756965334773056,1
638,462,Street/Location,Sri Krishana Temple Road,34.14,44,44,31,6.439453520421198,3
639,464,Street/Location,Swami Vivekananda Road,34.11,42,55,32,13.159450928818288,1
640,465,Street/Location,20th Cross Road,34.05,48,50,8,9.918818104440861,9
641,466,Street/Location,Museum Road,34.04,42,48,20,9.468751907136813,4
642,467,Street/Location,Chikka Bazar Road,34.03,50,77,11,12.325633940127764,2
643,468,Street/Location,Cargo Road,33.98,45,46,18,9.588121957659073,4
644,469,Street/Location,Sri M Thimmaiah Road,33.95,40,47,20,15.822720393788076,3
645,40,Police Station,Sadashivanagar,33.94,1445,1617,602,524.9380211067669,161
646,137,Junction,Adugodi,33.94,73,103,34,38.46294043236828,13
647,470,Street/Location,Vidyaranyapura Main Road,33.73,50,50,8,4.650433400002562,11
648,471,Street/Location,Bull Temple Road,33.61,35,40,12,16.02313507742618,9
649,472,Street/Location,Siri Vasavi Temple Road,33.61,59,61,7,19.34303831026896,2
650,473,Street/Location,Kodichikkanahalli Main Road,33.59,37,39,19,13.300767527423336,5
651,474,Street/Location,Gandhinagar,33.57,42,45,26,19.96719669521055,1
652,475,Street/Location,60th Cross Road,33.48,41,41,24,15.134285526010276,2
653,476,Street/Location,New Police Station Road,33.47,38,39,23,23.450277219154,2
654,477,Street/Location,50 Feet Road,33.42,46,55,8,12.553112629664362,5
655,478,Street/Location,Vidhan Vidhi Road,33.35,35,37,29,4.8170395170274105,6
656,479,Street/Location,Sarjapuram Junction Road,33.34,51,51,16,5.007918725889429,3
657,481,Street/Location,17th A Main Road,33.3,42,42,16,7.832763482197442,5
658,480,Street/Location,Thigalarapalya Main Road,33.3,58,59,7,3.0501976298914806,7
659,482,Street/Location,MS Ramaiah North City Road,33.29,48,48,12,19.589416851908197,2
660,483,Street/Location,Dr BR Ambedkar Bhavan Road,33.27,42,54,15,9.453611503858909,3
661,484,Street/Location,Rest House Crescent Road,33.26,54,54,27,3.623263856702136,1
662,485,Street/Location,M Thimmaiah Road,33.2,49,57,11,8.245671482948401,3
663,486,Street/Location,Lakshmipura Main Road,33.17,48,54,7,15.714538980207706,4
664,487,Street/Location,Owners Ct E Road,33.16,48,50,17,8.226925617154816,2
665,488,Street/Location,TC Palya Main Road,33.12,35,47,10,7.540245699629664,11
666,489,Street/Location,Raintree Boulevard Internal Road,33.05,45,46,5,33.749014772259024,5
667,490,Street/Location,Annaswamy Mudaliar Road,33.04,39,39,19,9.433951659353832,4
668,138,Junction,Sarakki Main Road,33.03,138,140,5,18.039954240827857,15
669,491,Street/Location,50 Feet Main Road,32.97,43,44,8,34.62320448113422,3
670,492,Street/Location,B Srinivasa Lane,32.84,64,79,3,17.13894333532559,2
671,493,Street/Location,Munninarasimha Road,32.83,62,81,4,6.951011002141771,3
672,494,Street/Location,Krishnaiyyapalya Road,32.79,37,49,29,5.249663470451771,2
673,495,Street/Location,Krishna Rajendra Road,32.72,48,49,9,19.770343108550392,2
674,496,Street/Location,Singasandra,32.64,45,46,13,8.358952944312545,3
675,139,Junction,Sarjapur Road Check Post,32.57,75,79,25,27.509802001461427,16
676,497,Street/Location,Ejipura Main Road,32.55,47,60,5,6.355494583943389,7
677,140,Junction,Police Thimmaiah Circle (GPO),32.54,83,90,34,9.413484684902256,14
678,498,Street/Location,EV Lane,32.4,35,35,24,9.371179395209639,3
679,499,Street/Location,Abbigere Main Road,32.38,48,49,11,10.254684581166687,2
680,500,Street/Location,Rajgopal Nagar Main Road,32.37,44,46,10,18.934600539442776,2
681,501,Street/Location,Dargha Hazrath Mir Bahadur Sha Al Maroof Syed Pacha Shaheed,32.35,43,43,27,6.756139182938251,1
682,41,Police Station,V.V.Puram (C.Pet),32.21,1556,1628,464,549.6859600440444,116
683,502,Street/Location,Ashley Park Road,32.08,45,45,11,12.17958653818484,2
684,503,Street/Location,Harekrishna Road,32.07,38,38,21,5.603709106081132,3
685,504,Street/Location,Sethu Rao Road,32.03,51,55,5,12.129497037810772,3
686,505,Street/Location,Nrupatunga Road,31.97,31,32,24,3.582933357207881,7
687,506,Street/Location,Acharya Govind Vittal Bhave Road,31.96,34,34,21,9.95930079079503,3
688,507,Street/Location,Mandi Veerappa Lane,31.95,37,38,30,8.831480219326393,1
689,508,Street/Location,Sri Dattathreya Temple Road,31.92,42,42,18,6.031408674936672,2
690,509,Street/Location,17th H Main Road,31.71,42,44,11,11.929781277015332,2
691,510,Street/Location,Crescent Road,31.49,34,41,13,4.077128686394618,6
692,511,Street/Location,Anjanapura Main Road,31.48,31,33,15,9.579896227390506,5
693,512,Street/Location,RMP Road,31.33,27,66,14,9.462723089425616,2
694,513,Street/Location,Cock Burn Road,31.31,40,41,8,13.350905566365242,3
695,514,Street/Location,Kengeri Magadi Road,31.31,38,50,15,9.580815355719125,1
696,515,Street/Location,Global City Tech Park Road,31.26,43,44,21,1.6721785699190523,2
697,516,Street/Location,18th Main Road,31.21,26,31,10,7.575319047848672,14
698,517,Street/Location,Vivanta By Taj Yeshwantpur Entry Road,31.2,43,47,12,10.10701286921103,1
699,141,Junction,National College,31.12,73,77,19,28.923749291188013,12
700,518,Street/Location,16th A Main Road,31.12,41,42,14,5.391209841037468,2
701,519,Street/Location,6th B Cross Road,31.06,32,32,10,14.027745573202893,5
702,42,Police Station,Kamakshipalya,31.06,1431,1564,489,387.185973706829,124
703,520,Street/Location,Doddanekkundi Main Road,31.04,27,66,6,11.298151858415679,5
704,521,Street/Location,Wells Fargo,31.02,29,37,25,4.260547096861397,3
705,522,Street/Location,JC Nagar Main Road,31.01,46,47,7,5.754537717958651,3
706,523,Street/Location,Shankara Nagar Main Road,30.96,42,42,6,9.08732557439271,4
707,524,Street/Location,National High School Road,30.92,40,40,7,12.922001844964175,3
708,525,Street/Location,Sunkalpet Road,30.88,33,34,16,7.429707846747068,3
709,526,Street/Location,Mahadevapura Flyover,30.87,26,47,23,3.5641713069546315,3
710,527,Street/Location,5th A Cross Road,30.85,30,33,11,6.953191651319865,7
711,528,Street/Location,Fort Street,30.8,46,47,3,14.131619441186869,4
712,529,Street/Location,Amruthahalli Main Road,30.79,41,41,15,3.5937265206349625,2
713,530,Street/Location,Gururaja Pharmacy,30.77,41,41,16,6.456993483856516,1
714,531,Street/Location,Diesel Loco Shed Road,30.72,37,38,7,15.976284428523284,3
715,532,Street/Location,Kemp Road,30.65,35,43,8,7.387213383488303,4
716,533,Street/Location,GKVK Road,30.58,35,42,15,5.129174869640244,2
717,534,Street/Location,Forest Region Road,30.57,54,54,1,19.898812510167577,4
718,535,Street/Location,Jalahalli Main Road,30.54,44,120,1,4.148363677125014,5
719,536,Street/Location,T.C Palya,30.49,43,52,12,4.1221316129152665,1
720,537,Street/Location,Old Tharagupete Road,30.47,33,37,12,7.51159590767051,3
721,538,Street/Location,Park House Road,30.46,34,34,23,7.269268202677865,1
722,539,Street/Location,Chunchaghatta Main Road,30.45,30,32,7,12.418023282352042,7
723,540,Street/Location,Bagalur Road,30.39,35,51,2,27.57385804002733,5
724,541,Street/Location,Hewlett Packard Avenue,30.37,37,43,19,4.039031833429699,1
725,542,Street/Location,Andhrahalli Main Road,30.36,50,52,2,10.38092651544046,4
726,543,Street/Location,Pottery Road,30.35,28,28,12,11.777061633756563,5
727,544,Street/Location,7th A Cross Road,30.33,27,31,16,7.999184331681241,4
728,545,Street/Location,Osman Khan Road,30.29,28,31,12,8.752538343061708,5
729,546,Street/Location,Vanivilas Road,30.27,25,28,11,14.704322081066179,6
730,547,Street/Location,Railway Parallel Road,30.21,24,26,17,6.5183281514167675,7
731,548,Street/Location,Dhanvanthari Road,30.19,38,42,12,4.126404175745608,2
732,549,Street/Location,Neelasandra Road,30.18,31,34,18,2.4344285206721246,4
733,550,Street/Location,Shantaveri Gopalagowda Road,30.15,41,69,2,20.424500143839463,2
734,551,Street/Location,Canara Bank Cross Road,30.13,34,35,14,13.671812388151201,1
735,142,Junction,South End Circle,30.13,56,56,31,20.56550270373703,15
736,552,Street/Location,NH 75,30.0,20,46,13,3.4458775555764922,8
737,553,Street/Location,Westend Avenue,29.95,37,37,7,6.02979738210255,4
738,554,Street/Location,MEC Road,29.92,40,41,5,4.578325059997697,5
739,555,Street/Location,Kavi Road,29.89,24,31,22,10.359825374304403,2
740,556,Street/Location,Raithara Santhe Road,29.89,43,43,7,5.563861838483299,2
741,557,Street/Location,Tumkur Road,29.86,28,34,8,5.193173164697512,8
742,558,Street/Location,North Anjaneya Temple Road,29.85,30,32,14,10.427348974422445,2
743,559,Street/Location,Union Road,29.84,29,33,14,6.6012026013187235,3
744,560,Street/Location,Sirsi Road,29.64,42,43,2,23.09764849965109,3
745,561,Street/Location,72nd Cross Road,29.63,35,36,5,10.966179311415358,4
746,562,Street/Location,2nd A Cross Road,29.59,25,26,11,9.800240289221124,6
747,563,Street/Location,Ramaswamy Shetty Road,29.58,30,30,21,4.1660449817774605,2
748,564,Street/Location,SC Road Cross,29.51,35,36,13,7.870191927221502,1
749,565,Street/Location,Shankara Mutt Road,29.42,39,39,2,16.012619815412805,5
750,566,Street/Location,Sajjan Rao Circle,29.39,39,41,4,15.392707717460414,2
751,567,Street/Location,28th Main Road,29.38,32,100,2,6.337869043795356,3
752,568,Street/Location,10th B Main Road,29.37,27,35,13,2.569817685725252,5
753,569,Street/Location,Risaldar Street,29.31,32,32,11,5.035363467193411,3
754,570,Street/Location,Pathloonpet Street,29.22,28,39,15,8.314585345532405,1
755,571,Street/Location,State Bank of India Road,29.21,27,27,20,3.7471693681564924,3
756,573,Street/Location,Dasarahalli Main Road,29.14,43,43,3,5.236852212888115,4
757,572,Street/Location,Aluri Venkata Rao Road,29.14,30,31,10,7.141198650429851,3
758,574,Street/Location,Kalasipalya Main Road,29.13,26,28,19,6.88593283407694,2
759,575,Street/Location,Sri Ramana Maharshi Road,29.12,27,36,6,18.149092724589682,3
760,576,Street/Location,Old Police Station Road,29.08,42,47,4,6.515914623710267,2
761,577,Street/Location,W H Hanumanthappa Road,29.04,32,34,18,4.147945331841424,1
762,578,Street/Location,Gubbi Thotadappa Road,28.94,26,33,14,4.321993764711503,3
763,579,Street/Location,Malabar Jewellery,28.92,33,34,11,9.232486387649473,1
764,580,Street/Location,Venkataswamy Raju Road,28.91,21,34,18,8.407146004774972,2
765,581,Street/Location,Shell,28.82,25,25,8,8.08124493369573,7
766,583,Street/Location,10th A Main Road,28.79,22,23,12,5.557315059167303,8
767,582,Street/Location,Robertson Cross Road,28.79,25,40,9,6.624334807569446,3
768,584,Street/Location,Mavali Tank Bund Road,28.76,33,33,9,3.706731423468397,3
769,585,Street/Location,Vittal Mallya Road,28.73,26,26,11,10.458899532004404,3
770,586,Street/Location,Convent Road,28.71,28,48,5,3.7866343246248304,5
771,587,Street/Location,Patalamma Gudi Road,28.69,27,28,10,6.086835705653955,4
772,588,Street/Location,Housur Main Road,28.69,66,66,0,23.595088262815977,1
773,589,Street/Location,Battadasanapura Main Road,28.65,26,27,11,4.375911830927503,5
774,590,Street/Location,Shivanasamudra Ward,28.64,39,40,6,8.431416546782566,1
775,591,Street/Location,Sri Ram Hospital,28.62,25,25,15,10.683833709682645,2
776,592,Street/Location,28th Cross Road,28.62,30,30,10,8.059616993438231,2
777,593,Street/Location,Electronics City Phase 2 (West),28.61,25,48,19,2.446316569274032,1
778,594,Street/Location,Malnad Travels,28.56,35,36,9,6.959905840682836,1
779,595,Street/Location,Poorniah Chateau Road,28.53,33,33,8,6.417822354691132,2
780,596,Street/Location,Sri Mathi Swamappa Road,28.5,23,24,12,13.328627926340364,3
781,597,Street/Location,9th A Cross Road,28.49,24,24,9,7.711800273589546,6
782,598,Street/Location,Gaushala Road,28.47,18,58,8,5.371719893780868,4
783,599,Street/Location,Dr Rajkumar Punya Bhoomi Road,28.46,33,39,5,9.584308393372229,2
784,600,Street/Location,Sri Mahasharana Madivala Machideva Flyover,28.35,22,23,13,8.948577613964552,4
785,601,Street/Location,Ayodhya Road,28.26,26,27,8,4.371507625958124,6
786,602,Street/Location,Sultanji Gunta Road,28.17,32,47,4,7.804896744713774,2
787,603,Street/Location,Sai Baba Temple Road,28.15,21,26,12,5.595500463289197,5
788,604,Street/Location,Huskur Main Road,28.12,23,40,6,5.179543091542282,5
789,605,Street/Location,Kengal Hanumanthaiah Circle,28.09,27,28,18,5.368850293163231,1
790,143,Junction,"KR Road Junction, Near JSS",28.06,64,69,12,8.549701462215435,14
791,606,Street/Location,New Horizon College of Engineering,27.99,24,27,12,5.556163316856358,3
792,607,Street/Location,Rampura Main Road,27.96,24,64,7,6.148012572895157,1
793,608,Street/Location,KS Lane,27.89,26,26,20,4.968448263658325,1
794,144,Junction,RV Teachers College,27.89,57,62,18,11.703010661478082,11
795,610,Street/Location,Buddha Vihar Road,27.86,25,25,15,3.1451248604062516,3
796,609,Street/Location,Rajiv Gandhi Nagar Road,27.86,25,25,11,6.14284456200364,3
797,612,Street/Location,Cronwell Cross Road,27.69,34,34,7,3.106365514811437,2
798,611,Street/Location,Bommanahalli Road,27.69,22,43,3,7.062917642752987,7
799,613,Street/Location,Bhadrappa Layout Service Road,27.67,23,23,11,13.905620286994898,2
800,614,Street/Location,Rose Garden Road,27.66,56,57,0,12.774262800944175,2
801,615,Street/Location,Ganga Bhavani Temple Road,27.6,26,27,10,7.032377563204123,2
802,616,Street/Location,New Mission Road,27.58,24,26,11,8.370337336234131,2
803,145,Junction,Palmgroove,27.52,50,60,19,7.393311973120739,15
804,617,Street/Location,CBI Main Road,27.52,25,26,8,5.205240794424625,4
805,618,Street/Location,Kanakadasa Circle,27.46,23,24,13,4.5315617004195285,3
806,43,Police Station,Banashankari,27.4,1202,1315,286,336.84621239703256,156
807,619,Street/Location,Tindlu Road,27.38,23,25,11,5.394198128781373,3
808,620,Street/Location,Cunningham Cross Road,27.36,27,29,13,2.198495413562083,2
809,621,Street/Location,Padmabhushan Dr RK Kantan Road,27.26,27,28,11,3.296479089410747,2
810,622,Street/Location,NR Road,27.26,24,25,10,5.005410747787766,3
811,623,Street/Location,Jogupalaya Main Road,27.24,19,65,2,17.09417902670452,3
812,624,Street/Location,VKRV Rao Road,27.18,28,29,4,7.010620502147518,4
813,625,Street/Location,Chandni Chowk Road,27.17,21,24,10,5.573368403865112,4
814,626,Street/Location,1st C Main Road,27.14,33,33,4,6.6679889128857965,2
815,628,Street/Location,Drive Thru Road,27.13,25,34,9,3.597628679878945,2
816,627,Street/Location,Harris Road,27.13,28,28,7,6.476236312487257,2
817,146,Junction,Navarang Bar,27.11,47,47,16,17.81070280714997,15
818,629,Street/Location,Dr Ambedkar Medical College Road,27.07,19,19,19,8.58509323823511,2
819,44,Police Station,Jalahalli,27.06,1160,1604,343,275.32061724964456,112
820,630,Street/Location,I Life Road,27.0,20,30,11,3.9724716800214184,3
821,147,Junction,Three Let,26.99,51,56,31,5.588229874006589,9
822,631,Street/Location,Gear School Road,26.96,25,27,10,4.518649821927723,2
823,632,Street/Location,Preethi Textiles,26.9,26,26,11,6.936617291229542,1
824,633,Street/Location,Puttanna Road,26.87,20,20,10,11.593431249761457,3
825,634,Street/Location,Bikasipura Main Road,26.82,30,30,5,6.028972505605226,2
826,635,Street/Location,Cline Road,26.81,20,20,13,10.828181972512823,2
827,636,Street/Location,Nagasandra Layout Main Road,26.79,40,40,2,4.4968778364976725,2
828,637,Street/Location,10th C Main Road,26.76,33,34,1,12.897264132805477,4
829,638,Street/Location,Cafe Coffee Day,26.74,17,22,13,4.2227696218263375,5
830,639,Street/Location,BTS Bus Depot Road,26.73,25,25,7,3.535286649121614,4
831,640,Street/Location,20th B Main Road,26.7,18,18,14,6.494020029466806,4
832,641,Street/Location,Nala Road,26.69,16,34,7,3.4220609256161048,7
833,642,Street/Location,Kaliamman Koil Street,26.68,28,30,7,3.5265905286736725,2
834,643,Street/Location,Akme Ballet Inner Road,26.64,25,72,2,4.985079002343012,2
835,645,Street/Location,KV Jairam Road,26.61,24,33,2,15.623678069251016,4
836,644,Street/Location,Food Street,26.61,23,24,10,3.516729788518106,3
837,646,Street/Location,Bellandur Road,26.47,32,49,0,11.292956087487122,6
838,647,Street/Location,31st Main Road,26.4,30,31,1,23.395811344397003,3
839,648,Street/Location,Stephens Road,26.29,24,24,12,2.4690595854587034,2
840,649,Street/Location,Lazar Road,26.28,25,25,5,11.039105003495468,2
841,650,Street/Location,Shantappa Lane,26.2,23,23,11,3.7050456442463213,2
842,651,Street/Location,Mutha department stores,26.15,24,24,13,4.007841457470642,1
843,148,Junction,Gorappanapalya,26.13,55,63,6,21.102979973147562,11
844,149,Junction,Mico Bande,26.04,49,52,13,10.843300305343964,12
845,652,Street/Location,Elephant Rock Road,26.02,25,25,4,7.975922039635266,3
846,653,Street/Location,Vinoba Nagar Main Road,26.02,18,22,6,6.322868380922701,6
847,654,Street/Location,ORC Road,25.98,24,38,4,5.211203758134366,2
848,655,Street/Location,Nelagadaranahalli Main Road,25.9,22,23,6,3.1227669048835565,5
849,656,Street/Location,56th Cross Road,25.83,23,23,6,8.85037218445733,2
850,657,Street/Location,Silver County Road,25.78,20,31,3,5.079971723897162,6
851,659,Street/Location,TP Lane,25.73,22,22,15,3.438255268512387,1
852,658,Street/Location,Ashoka Stambha Road,25.73,18,29,10,1.3000709535696702,4
853,660,Street/Location,New Bombay Bazar Road,25.67,18,19,11,9.021111470628965,2
854,661,Street/Location,Campus Road,25.61,22,24,8,1.4539955201289059,4
855,662,Street/Location,Varthur Road,25.59,16,26,7,3.0756866520388337,6
856,663,Street/Location,7th B Main Road,25.56,19,27,7,4.116726011858564,3
857,664,Street/Location,Kavi Lakshmisha Road,25.55,18,18,9,8.322394971218747,3
858,665,Street/Location,Kannada Horatagara Rehaman Road,25.52,20,20,10,11.586185774622964,1
859,150,Junction,Devegowda Petrol Bunk,25.52,45,51,7,17.446406723183586,16
860,666,Street/Location,MSR College Road,25.51,17,17,15,13.313863888689793,1
861,667,Street/Location,Sri Kumaraswamy Temple Road,25.5,22,35,3,5.582013658538939,3
862,668,Street/Location,Devarabeesanahalli,25.5,20,28,10,5.058273891223935,1
863,669,Street/Location,Stephens Cross Road,25.5,20,20,13,6.867220466741874,1
864,670,Street/Location,St Johns Road,25.48,32,48,0,12.989529841265465,3
865,672,Street/Location,Balasubramanya Street,25.45,26,26,3,10.07317079278922,2
866,671,Street/Location,T. Mariyappa Road,25.45,22,23,9,6.930687524465271,1
867,673,Street/Location,Shampura Main Road,25.39,19,19,7,4.093280922408029,5
868,674,Street/Location,Spencer Road,25.36,33,35,1,5.161357674407673,3
869,675,Street/Location,47th Cross Road,25.32,21,21,5,3.938154711493041,5
870,676,Street/Location,Pipeline Service Road,25.32,20,20,8,2.8829045278737144,4
871,677,Street/Location,Nandini Layout Club Road,25.3,20,24,7,12.224023589633859,1
872,678,Street/Location,Fair Deal Pharma (Medkart),25.27,16,28,12,6.335075893863001,1
873,679,Street/Location,7th A Main Road,25.26,18,23,4,7.816553375760018,5
874,680,Street/Location,Ashley Road,25.25,27,27,9,1.5252907704134728,1
875,681,Street/Location,B5 Street,25.22,24,24,5,5.526978144923314,2
876,682,Street/Location,1st Street,25.16,17,17,9,5.565016988429252,4
877,683,Street/Location,Bettadasanapura Main Road,25.03,20,21,5,3.567257381017315,5
878,684,Street/Location,Nivara - Lab Grown Diamonds Jewellery,24.99,19,20,9,10.765346391694294,1
879,685,Street/Location,St Marks Road,24.93,16,17,11,2.5294132165907244,5
880,686,Street/Location,Kumbarpet Road,24.91,22,22,8,2.740707574997681,2
881,687,Street/Location,Dharmaraya Swamy Temple Ward,24.89,19,19,14,4.593369727389264,1
882,688,Street/Location,MF Norrona Street,24.83,23,27,6,2.174315873144273,2
883,689,Street/Location,Terminal 1 Departure Road,24.79,20,21,6,7.177217723543991,2
884,690,Street/Location,Chikka Muniyappa Reddy Road,24.72,24,24,3,5.135935242582078,3
885,691,Street/Location,Rest House Road,24.69,18,18,8,8.01469359541039,2
886,692,Street/Location,Beguru,24.63,30,41,1,4.176221863187904,2
887,693,Street/Location,Nandini,24.62,15,34,6,1.8262915690592196,4
888,45,Police Station,Jnanabharathi,24.61,1063,1244,266,210.78206737856166,148
889,694,Street/Location,Bannerghatta Road,24.54,15,16,6,2.9592724702849584,10
890,695,Street/Location,Pehalwan Krishnappa Road,24.5,20,20,12,3.1560333452768448,1
891,696,Street/Location,17th C Main Road,24.45,23,23,3,2.3472475105605706,5
892,697,Street/Location,Intermediate Ring Road,24.45,16,16,11,4.126971445419606,3
893,698,Street/Location,Kothanur Main Road,24.41,20,21,3,2.260747653233075,8
894,700,Street/Location,IOC Main Road,24.4,23,24,3,7.451548010492022,2
895,699,Street/Location,Aai Matha Temple Street,24.4,25,25,3,4.9912119731793805,2
896,702,Street/Location,ICICI Bank,24.35,17,17,11,1.456574270308283,4
897,701,Street/Location,ಸುಲ್ತಾನ್ ರಸ್ತೆ,24.35,19,21,6,11.570603314174766,1
898,703,Street/Location,Shivananda Steel Flyover,24.32,21,21,4,4.899764217373085,3
899,704,Street/Location,Siddanna Street,24.31,19,19,5,4.003351857527931,4
900,706,Street/Location,Swamy Vivekananda Road,24.27,12,28,5,1.9766645061213495,9
901,705,Street/Location,Marathahalli Bridge Service Road,24.27,34,34,0,13.691203156043231,2
902,707,Street/Location,Clark Road,24.26,18,18,8,5.42789788344406,2
903,708,Street/Location,Peenya 2nd Statge Bus Stop Road,24.24,17,17,7,9.63092541417293,2
904,709,Street/Location,Krishna Nagar Main Road,24.21,35,48,0,5.069359021092931,2
905,710,Street/Location,SKS Compound Road,24.19,22,22,2,16.182174242889605,2
906,711,Street/Location,Anand Nagar Colony,24.19,25,25,6,2.2683372136390343,1
907,712,Street/Location,Alexander Road,24.16,18,19,10,1.334159834228379,3
908,713,Street/Location,Andrahalli Main Road,24.15,23,26,2,3.6453154616015726,4
909,714,Street/Location,41st Main Road,24.1,36,40,0,13.072200733283008,1
910,715,Street/Location,58 Bus Stand Road,23.99,18,19,5,3.583386939700399,4
911,716,Street/Location,Ullal Main Road,23.97,17,19,5,1.6281620056298531,7
912,717,Street/Location,AM Lane,23.84,21,21,5,1.8749690818294404,3
913,718,Street/Location,6th C Main Road,23.82,21,21,8,1.036519297917465,2
914,719,Street/Location,Veerapillai Street,23.79,16,16,13,2.5514167240949415,2
915,720,Street/Location,29th Main Road,23.78,16,18,4,4.3149298963886515,6
916,721,Street/Location,TVS Cross Road,23.76,23,23,2,5.252490113635402,3
917,722,Street/Location,Kilari Road,23.73,14,15,10,3.199565554790227,4
918,723,Street/Location,Hosa Bajaru Road,23.7,25,39,1,8.183136944133734,1
