global_rank,entity_rank,entity_type,entity_name,hotspot_score,total_violations,parking_related_violations,peak_hour_violations,recency_weight_sum,location_diversity
341,232,Street/Location,Dairy Circle Flyover Underpass,49.09,164,255,113,36.571106261353364,2
342,233,Street/Location,Sirur Park Road,49.08,156,160,101,51.68123630801055,5
343,234,Street/Location,BTS Main Road,48.99,154,154,101,43.004120468905214,6
344,235,Street/Location,Railway Samantara Road,48.96,175,185,76,52.9162957919586,4
345,80,Junction,5th Main Chamrajpet,48.95,252,383,82,53.43231183697262,39
346,236,Street/Location,Arumugam Mudaliar Road,48.95,147,158,93,36.01527566183643,8
347,237,Street/Location,Gundopanth Street,48.86,160,179,74,44.086630867447646,6
348,238,Street/Location,Sri ML Subbaraju Road,48.8,155,158,90,42.453140676452264,6
349,239,Street/Location,Haralur Road,48.57,149,168,49,30.737770853110185,15
350,240,Street/Location,Jeevan Bhima Nagar Main Road,48.39,164,294,46,28.35687320906214,5
351,241,Street/Location,46th Cross Road,48.36,149,177,53,35.59862295825533,10
352,242,Street/Location,1st A Main Road,48.34,142,152,42,42.0435535743343,17
353,243,Street/Location,D Devaraj Urs Road,48.32,163,170,86,28.625312127456485,5
354,81,Junction,Sirsi Circle,48.32,263,365,48,84.26094792628284,39
355,244,Street/Location,Old Kanakapura Road,48.26,163,164,78,67.82583744192408,3
356,245,Street/Location,15th Main Road,48.19,122,133,52,43.60992729541333,20
357,246,Street/Location,East End A Main Road,48.16,119,361,44,36.73349256142595,6
358,247,Street/Location,Yemalur Road,47.98,126,145,80,25.227700128624747,12
359,248,Street/Location,Devarabisanahalli Road,47.96,150,168,80,17.605277346909823,8
360,249,Street/Location,P&T Road,47.92,421,421,3,132.7447384945627,2
361,250,Street/Location,Electronics City Flyover,47.84,147,168,21,43.75579471144298,24
362,251,Street/Location,Markham Road,47.62,229,235,40,32.54627242883423,2
363,82,Junction,NR Square,47.57,244,249,156,51.98450061236036,23
364,252,Street/Location,Compensation Road,47.52,157,157,131,27.092498686809513,2
365,83,Junction,"Blood Bank Circle, KH Road",47.47,410,414,33,42.026212748109025,21
366,253,Street/Location,Siddhapura Road,47.43,157,171,46,52.196666649417516,5
367,254,Street/Location,Promenade Road,47.29,179,183,28,42.02859656475268,7
368,255,Street/Location,Residency Road,47.23,141,143,96,31.001376316404148,4
369,84,Junction,Swagath Poornima Theatre,47.22,261,271,78,65.85312725059941,27
370,256,Street/Location,RMZ Ecospace Internal Road,47.22,165,166,49,47.34517358790872,4
371,85,Junction,KR Circle,47.21,239,255,131,40.209656060038995,27
372,257,Street/Location,SK Road,47.17,167,170,80,35.90024457344552,2
373,86,Junction,Richmond Circle,46.97,304,309,92,35.80404468200824,18
374,258,Street/Location,Jayamahal Main Road,46.95,119,135,70,43.55477315872824,7
375,31,Police Station,Whitefield,46.92,2303,4055,1130,672.617035460846,213
376,259,Street/Location,C Chowdappa Main Road,46.88,158,173,47,57.828377573639045,3
377,260,Street/Location,KH Road,46.79,127,136,68,26.45850661826832,8
378,261,Street/Location,Madhavaraya Mudaliar Road,46.76,169,185,26,37.422819065008305,7
379,262,Street/Location,Ambalipura Main Road,46.74,163,164,48,35.766957470560435,4
380,263,Street/Location,B Narayanpura Main Road,46.74,153,183,91,22.301741651897167,2
381,264,Street/Location,CMR Road,46.65,163,163,41,26.757223416877984,6
382,265,Street/Location,Thimmaiah Road,46.61,146,151,36,32.5627023189091,9
383,266,Street/Location,Sri Jalakanteshwara Swami Temple Road,46.55,155,170,60,48.474511855462666,2
384,267,Street/Location,Wheeler Road,46.51,122,171,56,31.022387353745803,6
385,268,Street/Location,33rd Cross Road,46.49,121,184,82,30.791193343819042,3
386,87,Junction,Lalbagh Main Gate,46.48,244,259,115,41.73672830886504,21
387,269,Street/Location,Ravi Thivari Road,46.43,129,159,75,39.30500424246809,3
388,270,Street/Location,Godown Street,46.33,150,151,70,44.226512823124644,2
389,271,Street/Location,Loop Road,46.3,150,159,69,39.43871016442402,2
390,272,Street/Location,Railway Line Road,46.22,128,262,128,11.272342556138051,1
391,273,Street/Location,Kempapura Main Road,46.19,165,167,62,29.03119566361633,2
392,274,Street/Location,Church Street,46.11,135,143,39,48.25108321086542,6
393,275,Street/Location,Binny Mill Main Road,46.02,128,145,36,34.5445059200991,9
394,276,Street/Location,CV Raman Road,45.95,134,160,57,20.65816615062854,5
395,88,Junction,Nayandahalli,45.91,206,301,60,55.18751599509831,30
396,277,Street/Location,Gundappa Road,45.79,132,132,31,74.14799473696286,6
397,278,Street/Location,10th A Cross Road,45.73,131,131,85,18.15242942195809,4
398,89,Junction,Minerva Circle,45.7,199,226,112,39.752352680831606,28
399,90,Junction,"9th Cross, Kanakapura Road",45.61,307,317,16,99.98706286678672,30
400,279,Street/Location,Sri Nitturu Srinivasarao Road,45.49,113,114,58,28.00866601375218,8
401,91,Junction,Prakash Nagar,45.45,262,262,60,35.53420078060563,24
402,92,Junction,Lalbagh West Gate,45.43,215,221,106,74.84386909111049,17
403,280,Street/Location,Sadduguntepalya Road,45.4,171,178,36,33.37621068980544,2
404,281,Street/Location,Pampa Mahakavi Road,45.37,123,126,28,51.49316813177156,9
405,32,Police Station,Yeshwanthpura,45.33,2587,3378,980,653.008765615223,177
406,93,Junction,LRDE,45.27,217,224,136,49.407945161283635,15
407,282,Street/Location,Deena Seva Sangh Road,44.94,120,122,44,40.305825611256125,5
408,33,Police Station,Mico Layout,44.92,2588,3131,816,663.6419323229936,207
409,283,Street/Location,Dickenson Cross Road,44.89,130,130,97,16.59546576579588,2
410,284,Street/Location,Dr APJ Abdul Kalam Marg,44.87,114,120,71,24.937542066126294,4
411,34,Police Station,Hebbala,44.85,3209,3272,1136,744.625491061759,94
412,285,Street/Location,Service Road,44.81,89,119,34,17.874852505433,24
413,286,Street/Location,Kanteerava Studio Road,44.72,111,121,51,26.513217806764196,6
414,287,Street/Location,Jama Masjid Main Road,44.65,102,102,92,26.625458538983214,4
415,288,Street/Location,Hebbal Flyover,44.64,142,150,31,29.35150100023548,4
416,289,Street/Location,Brunton Road,44.6,133,133,39,29.9929149160971,4
417,291,Street/Location,Andree Road,44.59,197,197,21,14.886866873386701,3
418,290,Street/Location,Ali Asker Road,44.59,103,105,57,33.99453387079097,6
419,292,Street/Location,Ferns City Road,44.57,128,190,22,43.818453435623695,4
420,293,Street/Location,16th Main Road,44.5,102,122,24,36.30316117359781,14
421,294,Street/Location,Industrial Park Road,44.37,86,179,63,12.489518076463296,6
422,94,Junction,"Aurobindo Circle, ORR",44.36,186,205,58,58.954161857004046,32
423,295,Street/Location,Cronwell Road,44.32,170,170,27,17.150467552039935,3
424,95,Junction,8th Main Road Basaveshwara Nagar,44.21,213,224,72,84.41774983363415,14
425,96,Junction,Police Corner,44.2,188,205,130,34.17400719894309,18
426,97,Junction,Briyand Circle,44.19,166,191,69,50.66262007658641,37
427,296,Street/Location,South End Road,44.07,112,113,56,25.18245554402825,4
428,297,Street/Location,Bellahali Main Road,43.96,121,197,29,25.157150641843796,3
429,298,Street/Location,Karumbigal Road,43.83,115,115,83,5.940288694898215,5
430,299,Street/Location,Lady Curzon Road,43.81,115,123,53,24.460144703151848,3
431,300,Street/Location,22nd Cross Road,43.75,89,91,49,22.182909046859105,11
432,98,Junction,"Rajalakshmi Kalyana Mantapa, JP Nagar",43.67,196,230,76,38.884919422534495,18
433,301,Street/Location,Laggere Main Road,43.63,101,134,38,20.937631509831018,6
434,303,Street/Location,B 1st Street,43.63,142,144,50,24.412586840608913,1
435,302,Street/Location,Mamulpet Road,43.63,90,91,63,28.13259814710656,6
436,304,Street/Location,NH 275,43.57,91,98,47,18.6550485340546,10
437,99,Junction,CID Carlton House,43.5,198,205,111,30.89341414221231,15
438,305,Street/Location,45th Cross Road,43.38,125,134,31,21.00267467671186,4
439,306,Street/Location,Bugle Rock Road,43.33,111,114,32,24.055018759321584,6
440,307,Street/Location,Pattandur Agrahara Road,43.24,97,135,28,39.09249723946298,5
441,308,Street/Location,Shivashankara Road,43.1,99,108,48,25.9086960291446,4
442,100,Junction,"BMTC Junction, KH Road",43.08,175,178,124,35.65540077071432,16
443,309,Street/Location,Parappana Agrahara Main Road,43.08,88,88,65,33.48561289495084,4
444,310,Street/Location,Raja Ram Mohan Roy Road,43.06,100,115,39,31.344412393270478,4
445,311,Street/Location,21st Main Road,42.98,101,105,23,27.480574841966426,10
446,312,Street/Location,Jasma Devi Bhavan Road,42.84,130,131,39,18.078820771760235,2
447,313,Street/Location,South Avenue,42.82,107,113,34,16.278196669883332,6
448,314,Street/Location,KR Market Pedestrian Subway,42.76,115,131,47,34.078494910048825,1
449,315,Street/Location,Mission Road,42.71,87,92,41,22.353908538544925,8
450,316,Street/Location,Bhashyam Road,42.64,81,98,51,22.75621717012487,6
451,317,Street/Location,Lalbagh Fort Road,42.61,102,125,30,12.986191444834377,7
452,101,Junction,Yediyur,42.61,172,174,80,71.34325561968285,15
453,318,Street/Location,Sri Kolada Mata Road,42.56,101,103,45,19.769285282915796,4
454,319,Street/Location,Komi Siddanna Garden Road,42.55,58,229,51,15.595773471218774,4
455,102,Junction,"East End Main Road, Jayanagar",42.54,142,359,50,38.19110689536545,17
456,320,Street/Location,Narayana Pillai Street,42.53,91,93,60,19.785765531784747,4
457,321,Street/Location,Marthalli Ring Road,42.51,93,108,61,17.714494165209395,3
458,322,Street/Location,BSR Paradise Road,42.49,88,151,43,30.371675903268184,2
459,103,Junction,Shivasankara Circle,42.38,186,191,50,74.00169390850554,16
460,104,Junction,Vidhan Soudha Metro Station,42.37,200,216,84,38.09326587460621,10
461,323,Street/Location,Sri Vinayaka Temple Road,42.37,106,107,49,25.088115634859417,2
462,324,Street/Location,Indiranagar Double Road,42.33,83,137,31,25.1780373478651,5
463,325,Street/Location,Anepalya Main Road,42.29,97,98,32,29.397573115289724,5
464,326,Street/Location,Haines Road,42.05,91,111,22,17.40106651506952,10
465,105,Junction,"Sophia High School, Sankey Road",42.0,208,208,81,24.20888933186562,11
466,327,Street/Location,Nettakallappa Circle,41.88,114,114,48,22.765232874336757,1
467,328,Street/Location,MR Lane,41.83,102,109,36,20.293895706886875,3
468,329,Street/Location,Laggere Service Road,41.78,91,153,29,19.80764001897114,3
469,330,Street/Location,BTS Bus Station Road,41.6,103,109,21,31.74950265795443,4
470,331,Street/Location,Mahakavi Kuvempu Road,41.51,68,68,45,20.251387791131247,11
471,106,Junction,Siddapura,41.47,146,147,71,37.506834460494886,25
472,332,Street/Location,OTC Road,41.45,100,112,27,25.8678627331418,3
473,107,Junction,"Sri Hatti Maramma Circle, Domluru",41.44,175,182,70,39.54994596351503,13
474,108,Junction,TMC,41.38,152,153,107,33.95723580908412,15
475,333,Street/Location,Rustam Bagh Main Road,41.35,86,87,39,34.93106682387857,3
476,109,Junction,Domlur Water Tank,41.3,146,152,68,32.442823465370765,25
477,334,Street/Location,Seppings Road,41.21,98,111,14,41.93737702283536,5
478,35,Police Station,Yelahanka,41.18,2440,2582,483,524.9140014673317,223
479,335,Street/Location,Alur Venkata Rao Road,41.15,72,79,33,30.677737229276314,7
480,336,Street/Location,Cambridge Road,41.05,74,86,30,17.908795659235544,9
481,337,Street/Location,Yelahanka Road,41.03,77,77,25,9.902018608672211,18
482,338,Street/Location,B.V.K. Iyengar Road,40.97,73,101,56,15.593806121365052,3
483,110,Junction,Town Hall,40.97,162,164,86,37.20518284805625,12
484,111,Junction,Shanti Nagar TTMC,40.95,144,151,85,36.42728212805549,17
485,340,Street/Location,Leela Palace Road,40.92,80,92,33,26.7040507106476,4
486,339,Street/Location,Jalahalli Cross Road,40.92,103,156,20,19.88955110476794,2
487,341,Street/Location,Banappa Park Road,40.88,73,81,50,12.1958955839144,6
488,36,Police Station,Hulimavu,40.8,2395,2401,489,773.6970540132425,189
489,342,Street/Location,SGR Dental College Road,40.72,111,214,7,42.66970163111684,2
490,343,Street/Location,Mims Gulmohar Road,40.71,70,140,49,26.977060923918966,1
491,344,Street/Location,Tannery Road,40.68,83,87,28,17.607092660748776,6
492,345,Street/Location,9th B Cross Road,40.63,89,89,23,23.755593399074833,5
493,346,Street/Location,Kumbar Street,40.62,96,154,21,35.29646476563556,1
494,347,Street/Location,Hesarghatta Road,40.62,75,87,33,29.525238735292305,4
495,348,Street/Location,Krishnarajapuram Road,40.5,91,93,45,28.379529588683283,1
496,349,Street/Location,Dr. Rajkumar Road,40.29,64,72,26,14.516206648649828,15
497,350,Street/Location,Nagawara Main Road,40.26,78,91,17,17.418454539911263,10
498,351,Street/Location,East Park Road,40.15,68,68,49,13.319578505781095,6
499,352,Street/Location,Ulsoor Road,40.15,73,86,26,26.72815648141795,5
500,353,Street/Location,5th A Main Road,40.14,83,83,31,17.853803484983526,4
501,112,Junction,Anepalya,40.07,158,164,42,49.41116597636794,15
502,354,Street/Location,Amrita College Road,39.97,77,77,39,34.33325546819259,2
503,355,Street/Location,VP Deenadayalu Naidu Road,39.96,85,86,21,8.84655857885055,9
504,356,Street/Location,Mosque Road,39.81,115,115,9,30.689627435882517,3
505,113,Junction,VV Puram College,39.67,159,162,24,63.82825145435933,19
506,357,Street/Location,St Johns Church Road,39.67,77,82,27,15.61335047221444,5
507,358,Street/Location,Triveni Road,39.61,71,72,50,24.37066496492687,2
508,359,Street/Location,Madiwala Underpass,39.56,85,86,24,22.03067789647604,3
509,360,Street/Location,4th A Cross Road,39.53,70,71,25,13.622856176755679,9
510,361,Street/Location,SJP Road,39.49,76,77,37,17.020292619005083,3
511,362,Street/Location,South End Main Road,39.36,58,190,17,14.461764061358323,4
512,114,Junction,"15th Cross, 24th Main, JP Nagar",39.35,116,136,68,29.376398652430485,21
513,363,Street/Location,Sarjapur Marathahalli Road,39.34,79,82,15,21.093760058685792,7
514,364,Street/Location,Airport City Avenue,39.31,90,90,12,33.95779978654335,4
515,365,Street/Location,KIADB Road,39.31,72,88,19,32.26286101419951,4
516,366,Street/Location,Dharmaraja Koil Street,39.3,74,75,27,30.89220354263986,3
517,367,Street/Location,Slaughterhouse Road,39.23,83,83,46,17.04669567038669,1
518,368,Street/Location,Commissariat Road,39.18,86,87,28,17.82231683953965,2
519,115,Junction,RRMR,39.13,130,154,45,38.38073923881216,17
520,369,Street/Location,PR Lane,39.1,76,78,52,18.758933407293977,1
521,371,Street/Location,1st A Cross Road,38.98,45,63,32,14.848920787852574,15
522,370,Street/Location,9th A Main Road,38.98,76,81,12,16.580046773822044,10
523,372,Street/Location,BDA 80 Feet Road,38.84,68,68,21,23.470821566968837,6
524,373,Street/Location,Memorial Road,38.75,102,102,20,17.69569019216758,1
525,116,Junction,"MSR Building, JC Road",38.7,132,139,49,47.77912475374367,13
526,117,Junction,Coffee Board,38.68,121,123,76,33.910170076225185,14
527,374,Street/Location,SH 104,38.66,85,94,20,8.290489081111554,4
528,375,Street/Location,Dr TCM Royan Road,38.55,85,105,5,28.238483210954687,8
529,376,Street/Location,Venkataswamy Naidu Road,38.5,65,74,24,22.618350447913805,4
530,118,Junction,Indian Express (Balekundri),38.43,114,123,43,32.533147996971024,25
531,377,Street/Location,Horamavu Main Road,38.3,69,69,13,16.426556529165463,10
532,119,Junction,"9th Block, 28th Main, Jayanagar",38.28,110,351,19,22.37170253381626,16
533,378,Street/Location,Silk Board Double Decker Flyover,38.27,55,149,11,13.154213208956987,7
534,379,Street/Location,Shreepuram Main Road,38.25,67,75,25,8.491149695387653,6
535,380,Street/Location,Dr BR Ambedkar Road,38.24,140,141,3,50.583357943997996,1
536,120,Junction,"36th Cross, 4th Main, Jayanagar",38.21,145,149,38,35.87607998234712,12
537,381,Street/Location,Chikkabellanduru Road,38.17,84,86,16,15.796942274866169,3
538,382,Street/Location,Professor K Venkatachalam Circle,38.11,77,94,26,19.897883337968533,1
539,383,Street/Location,Shivaji Road,38.1,69,84,13,14.82310625430569,7
540,384,Street/Location,A Street,38.09,65,69,27,11.166847717334194,5
541,385,Street/Location,Nagappa Road,38.01,59,59,45,14.867533478584727,3
542,386,Street/Location,20th A Main Road,37.99,70,70,27,23.85134357161326,2
543,387,Street/Location,Anand Nagar Main Road,37.88,74,75,26,16.51192002549379,2
544,388,Street/Location,Muthsandra Main Road,37.87,61,92,22,17.058234392005385,3
545,389,Street/Location,50th Cross Road,37.78,82,82,10,32.925053507498504,3
546,121,Junction,"Sagar Hospital, Jayanagar",37.69,83,266,26,29.140514059998893,20
547,390,Street/Location,Lingarajapuram Flyover,37.62,60,60,27,41.69137337842415,2
548,391,Street/Location,Doddagubbi Road,37.59,65,66,14,54.294903728734816,3
549,392,Street/Location,Marathahalli Underpass U Turn,37.56,69,80,33,16.856555377217752,1
550,393,Street/Location,Soniya Gandhi Road,37.54,80,80,16,20.77754128630471,2
551,394,Street/Location,Bazar Street,37.5,61,126,16,7.488634593475265,4
552,395,Street/Location,K Samrajya Iyengar Road,37.47,60,61,24,11.455557955389745,6
553,396,Street/Location,Sri Sri Sri Balagangadharanatha Swamy Road,37.33,55,57,24,20.709814631987275,5
554,397,Street/Location,Albert Victor Road,37.31,63,105,11,26.039010088983925,3
555,398,Street/Location,Bellandur Doddakannelli Road,37.18,49,53,27,15.979933396856064,7
556,399,Street/Location,Amruth Nagar Main Road,37.16,62,62,18,10.665301595047248,7
557,400,Street/Location,Police Station Road,37.1,59,59,14,21.690334809131535,7
558,401,Street/Location,Tippasandra Road,37.0,58,58,25,22.479295980905054,3
559,403,Street/Location,Sulibele Road,36.95,53,63,25,24.084591504313007,3
560,402,Street/Location,Tank Road,36.95,53,54,31,15.898375161817617,4
561,404,Street/Location,Watch Factory Road,36.89,61,62,24,11.129324505307194,4
562,122,Junction,"Sri Skanda Complex, Mysore Road",36.82,112,152,37,29.748434054237197,12
563,405,Street/Location,Sunkalpet Main Road,36.79,61,62,24,14.689039154568754,3
564,406,Street/Location,Trinity Church Road,36.76,61,65,23,13.955725694073651,3
565,407,Street/Location,Subramanyapura Road,36.68,61,66,15,28.457863051161343,3
566,408,Street/Location,Road Number 1,36.65,123,123,2,11.934362401765874,4
567,409,Street/Location,Basava Mantapa Road,36.62,58,59,30,17.625270948742493,2
